0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1121r	150	150	150	150	300	375	0.999719
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	0010r	150	150	150	150	164.575	246.863	0.998942
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	2111r	150	150	150	150	384.233	384.233	0.999291
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	0010r	150	150	150	150	150	300	0.998876
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1121r	150	150	150	150	300	375	0.999719
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	2101r	150	150	150	150	347.494	138.997	0.998592
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	2212r	150	150	150	150	450	300	0.998876
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1222r	150	150	150	150	391.548	469.857	0.99814
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	0000r	150	150	150	150	150	300	0.998876
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	2020r	150	150	150	150	300	450	0.998876
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1202r	150	150	150	150	375	300	0.999719
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	0020r	150	150	150	150	130.278	390.833	0.998149
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1212r	150	150	150	150	384.233	384.233	0.999291
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	2111r	150	150	150	150	363.104	217.863	0.999464
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1202r	150	150	150	150	347.494	138.997	0.998592
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1111r	150	150	150	150	300	300	1
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1020r	150	150	150	150	217.863	363.104	0.999464
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	0212r	150	150	150	150	300	225	0.999719
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1202r	150	150	150	150	347.494	138.997	0.998592
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	2222r	150	150	150	150	469.857	391.548	0.99814
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1	1	1	1	150	150	150	150	300	375	0.999719
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1	2	2	2	150	150	150	150	391.548	469.857	0.99814
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	0	2	1	2	150	150	150	150	300	300	1
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1	0	1	0	150	150	150	150	217.863	363.104	0.999464
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	0	1	0	1	150	150	150	150	225	300	0.999719
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1	0	0	0	150	150	150	150	225	300	0.999719
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1	1	2	1	150	150	150	150	300	300	1
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1	2	1	2	150	150	150	150	375	300	0.999719
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1	2	0	2	150	150	150	150	375	300	0.999719
0	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	2	2	2	2	150	150	150	150	485.41	485.41	0.996568
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	2	2	0	2	150	150	150	150	450	300	0.998876
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1	1	1	1	150	150	150	150	300	300	1
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	2	0	0	0	150	150	150	150	300	225	0.999719
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1	1	1	1	150	150	150	150	300	300	1
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	0	1	0	1	150	150	150	150	234.233	234.233	0.999568
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	2	1	0	1	150	150	150	150	347.494	138.997	0.998592
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1	1	2	1	150	150	150	150	300	375	0.999719
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1	1	1	1	150	150	150	150	300	300	1
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	1	2	1	2	150	150	150	150	375	300	0.999719
1	2	0	0.9	0.1	1111	300	1	B	0	0.5	0	1	300	300	1e+07	0	1	300	300	0	2	0	2	150	150	150	150	300	225	0.999719
