0	10	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.994399
0	10	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.406566
0	20	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.988729
0	20	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.406578
0	30	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.98558
0	30	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.406575
0	40	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.986241
0	40	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.406566
0	50	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.983983
0	50	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.406571
0	60	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.984653
0	60	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.40657
0	70	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.983202
0	70	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.406561
0	80	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.983183
0	80	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.40657
0	90	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.981777
0	90	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.406567
0	100	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.980351
0	100	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.406581
0	110	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.979361
0	110	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.406569
0	120	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.977291
0	120	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.406568
0	130	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.976254
0	130	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.406562
0	140	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.978639
0	140	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.406579
0	150	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.980948
0	150	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.40654
0	160	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.982447
0	160	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.406557
0	170	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.981544
0	170	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.406574
0	180	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.98337
0	180	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.406566
0	190	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.981866
0	190	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.40657
0	200	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.982376
0	200	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.40658
0	210	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	0	0.980543
0	210	0.01	0.01	0.01	1111	300	1	B	2	0.35	0.1	1	1	300	300	300	300	100000	0	1	0.40657
